2026-02-23 13:49,SRV_CLUJ_01,ERROR,810
2026-02-23 13:50,SRV_ALBA_01,INFO,102
2026-02-23 13:51,SRV_BBU_02,INFO,62
2026-02-23 13:52,SRV_ALBA_02,ERROR,935
2026-02-23 13:53,SRV_CLUJ_02,INFO,117
2026-02-23 13:54,SRV_BBU_05,INFO,55
2026-02-23 13:55,SRV_ALBA_03,INFO,113
2026-02-23 13:56,SRV_CLUJ_01,WARNING,345
2026-02-23 13:57,SRV_ALBA_01,ERROR,880
2026-02-23 13:58,SRV_BBU_02,INFO,59
2026-02-23 13:59,SRV_ALBA_02,INFO,106
